品种：苹果AP     日期：2021-04-06,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
1,东证期货,"5,146",422,中粮期货,"12,843",582
2,首创期货,"4,945",614,天风期货,"5,013",474
3,中粮期货,"3,540",59,金鹏期货,"3,730",0
4,西部期货,"2,271",1,创元期货,"2,731",1
5,华泰期货,"1,855",123,华金期货,"2,432",0
6,中信期货,"1,854",45,中投天琪,"1,739",438
7,光大期货,"1,677",102,一德期货,"1,031",13
8,国投安信期货,"1,676",2,华鑫期货,975,70
9,华金期货,"1,667",-12,新湖期货,918,-48
10,永安期货,"1,396",116,宏源期货,888,-13
11,广发期货,"1,347",113,招金期货,826,603
12,浙商期货,"1,225",57,广州期货,785,1
13,方正中期,"1,204",-10,中信期货,701,386
14,东吴期货,914,470,永安期货,624,1
15,金元期货,821,10,中电投先融,451,0
16,东兴期货,771,15,国富期货,423,95
17,宏源期货,703,5,美尔雅,416,-9
18,华融融达期货,618,41,渤海期货,415,50
19,混沌天成期货,548,10,东吴期货,408,-296
20,国泰君安,510,-2,中财期货,378,65
合计,,"34,688","2,181",,"37,727","2,413"
合约：TA104     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,首创期货,"5,538",-100,首创期货,"5,000",0
2,宏源期货,"1,274",0,大地期货,"1,000",0
3,光大期货,451,100,兴业期货,599,0
4,国泰君安,417,0,一德期货,513,0
5,中信期货,400,0,国联期货,493,0
6,申银万国,236,0,浙商期货,480,0
7,金瑞期货,128,0,国投安信期货,214,0
8,先锋期货,108,0,东吴期货,172,0
9,东海期货,50,0,金瑞期货,128,0
10,华金期货,47,0,南华期货,96,0
11,东吴期货,45,0,华金期货,47,0
12,国元期货,30,0,申银万国,6,0
13,国联期货,17,0,徽商期货,1,0
14,中大期货,6,0,-,-,-
15,徽商期货,2,0,-,-,-
合计,,"8,749",0,,"8,749",0
合约：TA105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,东证期货,"95,142","-8,206",国贸期货,"137,348","8,212"
2,永安期货,"68,343","-7,487",建信期货,"115,953","-11,510"
3,国泰君安,"58,635","-7,306",通惠期货,"48,006",299
4,银河期货,"31,557","-1,527",中银国际,"47,953","-10,112"
5,东吴期货,"28,159",-5,银河期货,"39,916","-1,309"
6,信达期货,"26,951","-4,830",国泰君安,"30,370","-2,641"
7,中信期货,"26,854","-1,543",东吴期货,"27,984","-2,632"
8,申银万国,"26,348",-969,五矿经易期货,"26,430",-189
9,南华期货,"25,268","-6,379",光大期货,"26,305","-3,151"
10,平安期货,"25,014","-14,852",永安期货,"23,612","4,092"
11,华泰期货,"21,905","1,124",新湖期货,"20,815",114
12,广州期货,"20,689","3,300",国投安信期货,"20,151",-499
13,中粮期货,"18,593",-574,东证期货,"17,166","-1,370"
14,光大期货,"14,815","1,047",东海期货,"16,776",-974
15,五矿经易期货,"14,778",-33,首创期货,"15,665",-741
16,建信期货,"12,734",231,弘业期货,"15,642","-3,157"
17,海通期货,"12,719","-1,059",瑞达期货,"14,894","-2,713"
18,方正中期,"12,009","-2,981",天风期货,"14,553",-583
19,广发期货,"11,919",-978,宏源期货,"13,438",-520
20,天风期货,"11,870","1,172",华金期货,"12,555",-69
合计,,"564,302","-51,855",,"685,532","-29,453"
合约：TA106     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,方正中期,"8,561",2,方正中期,"8,500",0
2,创元期货,"5,047",-86,创元期货,"7,040",-35
3,东证期货,"3,375",237,首创期货,"3,194",293
4,冠通期货,"2,100",400,平安期货,"2,819",-8
5,安粮期货,"2,010",-1,华泰期货,"2,665",940
6,新湖期货,"1,945",0,南华期货,"2,545",11
7,上海大陆,"1,762",-82,东证期货,"2,396",50
8,鲁证期货,"1,671",0,安粮期货,"2,034",0
9,招商期货,"1,554",-204,新湖期货,"1,950",0
10,海通期货,"1,341",-56,招商期货,"1,538",26
11,银河期货,"1,304",421,国投安信期货,"1,405",310
12,广发期货,"1,100",0,中信期货,"1,278",-80
13,锦泰期货,"1,094",694,华西期货,"1,034",8
14,东吴期货,"1,039",-958,银河期货,849,-660
15,华泰期货,"1,034",44,海通期货,726,245
16,国泰君安,863,104,申银万国,585,15
17,华西期货,857,-21,永安期货,572,-19
18,南华期货,834,10,中原期货,407,-4
19,中信期货,808,-45,中财期货,395,-15
20,永安期货,610,-6,光大期货,387,46
合计,,"38,909",453,,"42,319","1,123"
合约：TA107     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中粮期货,"9,008",0,方正中期,"7,925",302
2,方正中期,"8,098",505,中信期货,"6,035",109
3,安粮期货,"5,003",0,安粮期货,"5,011",11
4,五矿经易期货,"3,449",47,国贸期货,"3,740",-4
5,东证期货,"2,801",337,南华期货,"3,503",399
6,华泰期货,"2,282",999,浙商期货,"2,903",19
7,广发期货,"2,059",0,鲁证期货,"2,614",400
8,海证期货,"1,896",151,国泰君安,"2,453",-250
9,永安期货,"1,693",98,华泰期货,"2,195",1
10,国海良时,"1,626","1,067",五矿经易期货,"2,054",4
11,招商期货,"1,560",52,华闻期货,"1,997","1,995"
12,兴证期货,"1,549","1,001",东吴期货,"1,921",93
13,锦泰期货,"1,430",154,海证期货,"1,666",0
14,国富期货,"1,340",289,冠通期货,"1,600",400
15,中信期货,"1,334",71,银河期货,"1,597",951
16,海通期货,"1,222",187,兴证期货,"1,500","1,000"
17,中辉期货,"1,101",17,招商期货,"1,480",-20
18,宏源期货,"1,087",113,中原期货,"1,400",400
19,南华期货,999,87,中辉期货,"1,214",148
20,山金期货,860,0,锦泰期货,"1,094",694
合计,,"50,397","5,175",,"53,902","6,652"
合约：TA109     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,南华期货,"106,062","2,864",中信期货,"175,193","4,527"
2,国泰君安,"68,947","8,578",东证期货,"118,441","1,657"
3,信达期货,"49,228",299,永安期货,"111,800","-2,881"
4,中信期货,"46,706","5,612",国贸期货,"99,179","2,889"
5,五矿经易期货,"44,677","1,389",五矿经易期货,"86,535",424
6,永安期货,"44,138","7,910",建信期货,"54,400",973
7,海通期货,"42,707","9,994",银河期货,"53,241","1,405"
8,中粮期货,"41,514","2,352",国泰君安,"51,341","3,691"
9,华泰期货,"40,249",-286,中银国际,"49,064",955
10,建信期货,"39,816","-12,378",光大期货,"48,056","2,698"
11,徽商期货,"39,770","1,528",新湖期货,"46,845",606
12,方正中期,"38,514","6,240",瑞达期货,"46,128","6,846"
13,中辉期货,"38,218",956,东海期货,"31,113","3,284"
14,瑞达期货,"37,421","3,290",海通期货,"31,044","1,414"
15,申银万国,"35,387",-835,兴业期货,"26,917",669
16,光大期货,"34,468","2,459",广州期货,"24,744","3,517"
17,浙商期货,"33,490","6,585",华闻期货,"23,929",89
18,银河期货,"32,350",788,华安期货,"22,971","4,577"
19,东吴期货,"30,211","-2,167",申银万国,"22,823","2,745"
20,中信建投,"29,153","2,861",中辉期货,"22,801",216
合计,,"873,026","48,039",,"1,146,565","40,301"
合约：TA110     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,东吴期货,"5,802",1,东吴期货,"5,803",2
2,广发期货,608,0,国海良时,357,357
3,宏源期货,143,133,浙商期货,118,0
4,国投安信期货,69,0,银河期货,105,-2
5,东海期货,62,0,国信期货,100,0
6,方正中期,55,0,鑫鼎盛期货,90,0
7,国信期货,50,0,上海东亚,64,0
8,五矿经易期货,42,10,美尔雅,60,0
9,海通期货,34,6,国贸期货,45,0
10,长江期货,31,0,信达期货,40,-15
11,华泰期货,22,22,国投安信期货,35,0
12,国富期货,21,5,招金期货,28,0
13,格林大华期货,20,0,迈科期货,25,0
14,光大期货,19,19,英大期货,24,-28
15,徽商期货,18,6,招商期货,23,0
16,国泰君安,14,10,西南期货,20,0
17,瑞达期货,13,0,金信期货,20,-22
18,一德期货,13,2,广发期货,19,-7
19,美尔雅,9,0,国泰君安,17,0
20,上海中期,8,8,华闻期货,12,0
合计,,"7,053",222,,"7,005",285
合约：TA111     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,华融融达期货,"4,203",0,华融融达期货,"4,200",0
2,中衍期货,"2,751",-500,中衍期货,"2,750",-500
3,首创期货,"2,600",0,首创期货,"2,603",0
4,国信期货,"1,700",0,国信期货,"1,700",0
5,中粮期货,957,0,渤海期货,850,0
6,渤海期货,850,0,华安期货,702,625
7,国海良时,357,357,五矿经易期货,639,-26
8,永安期货,324,4,恒泰期货,300,0
9,恒泰期货,300,0,华泰期货,255,209
10,弘业期货,231,0,弘业期货,202,0
11,广发期货,120,20,申银万国,166,0
12,光大期货,52,52,国元期货,147,0
13,中辉期货,48,37,冠通期货,104,0
14,方正中期,47,26,徽商期货,93,78
15,国投安信期货,43,0,国投安信期货,71,0
16,银河期货,41,12,东海期货,62,0
17,五矿经易期货,38,37,盛达期货,52,50
18,招商期货,37,18,中辉期货,35,-6
19,西南期货,37,0,宝城期货,20,0
20,一德期货,35,34,瑞达期货,20,0
合计,,"14,771",97,,"14,971",430
合约：TA112     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,国信期货,"2,700",0,国信期货,"2,700",0
2,银河期货,"2,005",4,银河期货,"2,000",0
3,渤海期货,850,0,渤海期货,850,0
4,恒泰期货,850,0,恒泰期货,850,0
5,上海东亚,375,0,上海东亚,374,0
6,财达期货,50,0,国投安信期货,85,0
7,方正中期,28,4,永安期货,55,-4
8,南华期货,28,3,西南期货,48,0
9,一德期货,25,12,东航期货,20,0
10,东证期货,22,0,鑫鼎盛期货,20,0
11,国泰君安,22,0,一德期货,19,17
12,东航期货,18,15,鲁证期货,17,0
13,五矿经易期货,18,14,先锋期货,17,0
14,中信期货,17,-80,华泰期货,13,0
15,徽商期货,16,8,五矿经易期货,13,7
16,信达期货,16,0,中信期货,11,0
17,国投安信期货,11,0,方正中期,8,-1
18,瑞达期货,11,-1,国富期货,8,6
19,上海中期,9,0,上海中期,5,0
20,中大期货,7,0,宏源期货,3,0
合计,,"7,078",-21,,"7,116",25
合约：TA201     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,东吴期货,"14,143",-22,银河期货,"37,088","2,518"
2,光大期货,"12,992",320,宝城期货,"14,000",0
3,新湖期货,"9,337",-194,乾坤期货,"11,241",0
4,首创期货,"8,545",2,东吴期货,"10,935",-276
5,国元期货,"8,190",24,中银国际,"10,044",0
6,弘业期货,"7,198","4,571",建信期货,"8,148",208
7,瑞达期货,"7,071",41,首创期货,"8,014",-1
8,中信期货,"6,679",534,中信期货,"7,880",-301
9,海证期货,"6,408",-4,永安期货,"7,699",-649
10,国信期货,"5,521",126,瑞达期货,"5,671",58
11,中粮期货,"5,458",-2,财信期货,"4,098",1
12,华安期货,"5,210","1,837",华安期货,"3,512","1,682"
13,冠通期货,"4,971",0,国信期货,"3,210",-7
14,永安期货,"4,642",486,中辉期货,"3,040",-45
15,天风期货,"4,343",253,弘业期货,"2,438",22
16,财信期货,"4,120",-3,迈科期货,"2,242",-8
17,建信期货,"2,733",-13,大连良运,"1,975","1,771"
18,徽商期货,"2,494",234,东证期货,"1,846",61
19,国贸期货,"2,280",1,华泰期货,"1,547",0
20,国泰君安,"2,173",-10,国海良时,"1,395","1,123"
合计,,"124,508","8,181",,"146,023","6,157"
合约：TA202     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,东吴期货,"5,004",0,东吴期货,"5,000",0
2,国信期货,"4,201",0,国信期货,"4,200",0
3,财信期货,"4,068",0,财信期货,"4,065",0
4,首创期货,"2,500",0,首创期货,"2,500",0
5,民生期货,"1,800",0,民生期货,"1,800",0
6,申银万国,622,0,恒泰期货,560,0
7,恒泰期货,560,0,中银国际,375,0
8,中银国际,375,0,东航期货,287,-45
9,中天期货,270,0,中天期货,270,0
10,国联期货,144,0,方正中期,113,5
11,广发期货,88,0,永安期货,106,0
12,上海东亚,80,0,华安期货,106,0
13,渤海期货,60,0,中信期货,100,0
14,华西期货,53,0,浙商期货,100,0
15,美尔雅,22,0,西南期货,93,0
16,永安期货,20,0,上海东亚,80,0
17,新纪元期货,16,0,五矿经易期货,71,26
18,创元期货,15,0,一德期货,43,23
19,方正中期,13,0,平安期货,40,0
20,新湖期货,12,0,华泰期货,35,0
合计,,"19,923",0,,"19,944",9
合约：UR105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中信期货,"4,152",-82,宏源期货,"3,037",-117
2,一德期货,"3,275",-54,国贸期货,"2,965",-29
3,东证期货,"3,126","1,578",永安期货,"2,681",-15
4,招金期货,"2,854",57,银河期货,"2,515",114
5,建信期货,"2,648",-44,国泰君安,"2,418",-76
6,中辉期货,"2,506",-26,中信期货,"2,311",45
7,国泰君安,"2,476",15,徽商期货,"1,897",-232
8,中信建投,"2,413",124,东吴期货,"1,690",255
9,华泰期货,"2,379",628,华泰期货,"1,628",-445
10,美尔雅,"2,352",-16,华安期货,"1,561",-233
11,中融汇信,"2,202",15,鲁证期货,"1,511",91
12,西南期货,"2,200","1,017",招商期货,"1,412",14
13,永安期货,"1,761",78,中辉期货,"1,350",344
14,银河期货,"1,607",-197,创元期货,"1,304",34
15,招商期货,"1,447",6,建信期货,"1,259",-4
16,鲁证期货,"1,381",422,国投安信期货,"1,200",339
17,方正中期,"1,286",-499,弘业期货,"1,096",-15
18,宏源期货,"1,283",119,光大期货,"1,057",68
19,光大期货,"1,029",-75,兴业期货,"1,036",333
20,兴证期货,964,598,中信建投,907,-103
合计,,"43,341","3,664",,"34,835",368
合约：UR107     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,五矿经易期货,"8,376",-263,五矿经易期货,"8,476",-458
2,永安期货,"7,939",-209,永安期货,"7,728",-392
3,中信期货,"4,041",15,东海期货,"3,317",216
4,东海期货,"3,316",214,格林大华期货,"3,168","1,329"
5,招商期货,"2,837",-3,东方汇金期货,"2,859","1,049"
6,江西瑞奇,"1,531",-989,国泰君安,"2,160",-285
7,银河期货,"1,305",128,江西瑞奇,"1,531",-982
8,兴证期货,"1,228",-8,招商期货,"1,452",-121
9,上海大陆,"1,000",-12,兴证期货,"1,241",-9
10,国贸期货,962,-44,招金期货,"1,229",-66
11,光大期货,934,385,光大期货,"1,007",745
12,天风期货,905,2,中信建投,950,-8
13,中信建投,813,-16,中国国际,880,43
14,中国国际,783,4,宏源期货,869,-968
15,创元期货,676,-37,中信期货,836,-45
16,招金期货,670,58,长江期货,738,13
17,东证期货,669,-23,渤海期货,710,89
18,海通期货,642,-5,东证期货,617,1
19,长江期货,624,1,方正中期,585,15
20,东吴期货,613,2,海通期货,566,33
合计,,"39,864",-800,,"40,919",199
合约：UR109     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,国泰君安,607,-29,银河期货,"1,903",4
2,国贸期货,566,-12,国泰君安,"1,040",-186
3,摩根大通,555,0,永安期货,543,113
4,华安期货,418,39,鲁证期货,531,33
5,中信建投,282,23,中信期货,408,-6
6,中州期货,257,11,国联期货,282,2
7,宏源期货,239,22,国贸期货,222,-32
8,倍特期货,237,-1,首创期货,217,0
9,永安期货,236,-25,中信建投,216,15
10,金鹏期货,228,0,东兴期货,211,31
11,首创期货,227,4,方正中期,190,2
12,申银万国,225,-27,徽商期货,184,25
13,瑞达期货,225,0,中原期货,180,1
14,光大期货,223,25,瑞达期货,172,13
15,东航期货,211,0,恒泰期货,150,0
16,东兴期货,200,30,海通期货,138,45
17,中国国际,185,4,光大期货,129,-6
18,创元期货,156,8,弘业期货,128,-1
19,鲁证期货,146,19,西南期货,126,0
20,宝城期货,142,-65,宏源期货,111,-1
合计,,"5,565",26,,"7,081",52
合约：WH105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,招商期货,5,0,长江期货,13,-2
2,国泰君安,3,0,恒泰期货,1,0
3,金石期货,2,0,-,-,-
4,中信期货,2,0,-,-,-
5,宝城期货,1,0,-,-,-
6,申银万国,1,0,-,-,-
合计,,14,0,,14,-2
合约：ZC104     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,银河期货,"1,400",0,东海期货,"1,400",0
2,永安期货,"1,200",0,国泰君安,400,0
3,-,-,-,瑞达期货,200,0
4,-,-,-,永安期货,200,0
5,-,-,-,新湖期货,200,0
6,-,-,-,锦泰期货,200,0
合计,,"2,600",0,,"2,600",0
合约：ZC105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中信期货,"23,388",252,永安期货,"21,864",271
2,华泰期货,"18,147",-73,国投安信期货,"13,215","1,724"
3,国泰君安,"12,352",336,国泰君安,"12,255",-887
4,海通期货,"10,281",323,一德期货,"12,038","2,437"
5,宏源期货,"10,245",48,中大期货,"9,334","-1,112"
6,东证期货,"8,956","-1,064",美尔雅,"8,468",81
7,银河期货,"7,491",794,华泰期货,"7,660",-112
8,兴证期货,"7,137","2,057",东证期货,"6,494","-1,007"
9,瑞达期货,"5,187",72,徽商期货,"6,269",-75
10,永安期货,"5,142",618,东方财富,"6,243",35
11,鲁证期货,"5,076",-741,银河期货,"5,901","-1,400"
12,申银万国,"4,680",239,鲁证期货,"5,360",458
13,一德期货,"4,115","-1,472",上海东亚,"5,245",60
14,招商期货,"4,095",3,国联期货,"5,117",-449
15,国投安信期货,"4,008",-952,方正中期,"4,719","-1,148"
16,广发期货,"3,653",-752,瑞达期货,"4,703",697
17,宝城期货,"3,232",-13,华闻期货,"4,626",142
18,海证期货,"3,199",125,中信期货,"4,501",-81
19,中信建投,"3,145",-901,中信建投,"4,388","-1,792"
20,国元期货,"2,955",121,光大期货,"4,299",-748
合计,,"146,484",-980,,"152,699","-2,906"
合约：ZC106     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中大期货,"1,994",2,银河期货,"1,117",30
2,银河期货,"1,003",-18,中信期货,929,7
3,中信期货,836,5,鲁证期货,828,0
4,南华期货,811,-10,一德期货,823,22
5,锦泰期货,726,-161,南华期货,817,0
6,宝城期货,611,9,中财期货,790,0
7,宏源期货,575,-181,永安期货,698,200
8,永安期货,459,46,锦泰期货,669,8
9,华泰期货,442,-10,宝城期货,616,-3
10,方正中期,402,0,宏源期货,522,6
11,国信期货,383,10,中信建投,463,-25
12,大地期货,306,35,方正中期,416,4
13,国泰君安,290,235,国信期货,381,11
14,国投安信期货,262,1,国投安信期货,310,0
15,徽商期货,252,48,平安期货,208,5
16,一德期货,201,91,建信期货,201,0
17,中粮期货,199,27,大地期货,200,7
18,国元期货,174,0,东方财富,163,11
19,海证期货,168,19,中州期货,141,1
20,国海良时,165,5,创元期货,110,0
合计,,"10,259",153,,"10,402",284
合约：ZC107     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,华泰期货,"3,618",-252,银河期货,"7,734",68
2,新湖期货,"2,360",874,一德期货,"4,872",782
3,申银万国,"2,260",34,光大期货,"4,772",258
4,中信期货,"2,236",-119,国泰君安,"3,431",315
5,银河期货,"2,155",17,鲁证期货,"2,421",-4
6,永安期货,"2,004",-86,永安期货,"1,511",52
7,国泰君安,"1,989",414,方正中期,"1,272",83
8,中粮期货,"1,907",-13,中信期货,"1,234",181
9,东海期货,"1,552","1,499",中大期货,"1,219",9
10,东证期货,"1,485",-639,国投安信期货,"1,216",590
11,方正中期,"1,479",-19,海通期货,"1,086",865
12,中辉期货,"1,419",961,上海中期,897,40
13,一德期货,"1,306",-48,南华期货,865,18
14,中信建投,"1,271",-5,东方财富,803,102
15,宝城期货,"1,258",-49,宏源期货,733,-112
16,南华期货,"1,113",69,美尔雅,655,-34
17,招商期货,999,48,宝城期货,619,-12
18,海证期货,844,41,华泰期货,589,-162
19,中财期货,811,-37,五矿经易期货,525,-8
20,美尔雅,806,435,东证期货,513,-30
合计,,"32,872","3,125",,"36,967","3,001"
合约：ZC109     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中信期货,"9,155",284,中信期货,"7,582",52
2,华泰期货,"4,823",157,国联期货,"4,297",-6
3,一德期货,"4,519",-147,一德期货,"2,222",-18
4,国泰君安,"2,309",90,光大期货,"2,101",776
5,海通期货,"1,569",667,宝城期货,"2,014",-28
6,永安期货,"1,554",89,东证期货,"1,751",163
7,倍特期货,"1,419",18,方正中期,"1,682",-125
8,方正中期,"1,305",184,银河期货,"1,559",7
9,银河期货,"1,263",53,鲁证期货,"1,442",0
10,美尔雅,"1,140",240,国投安信期货,"1,379",-118
11,先锋期货,"1,079",-76,东吴期货,"1,187",160
12,国富期货,973,291,中信建投,"1,180",62
13,东航期货,970,146,永安期货,"1,081",100
14,光大期货,936,30,上海中期,"1,032",872
15,广发期货,891,28,新湖期货,"1,011",27
16,招商期货,879,99,格林大华期货,917,195
17,东吴期货,854,16,徽商期货,915,209
18,国投安信期货,836,-14,弘业期货,784,131
19,国元期货,825,-6,华安期货,772,329
20,徽商期货,784,48,华泰期货,762,52
合计,,"38,083","2,197",,"35,670","2,840"
合约：ZC201     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中信期货,"5,014",3,中信期货,"5,012",0
2,首创期货,"1,359",5,一德期货,"1,069",2
3,五矿经易期货,"1,023",0,首创期货,"1,000",0
4,国信期货,523,-2,银河期货,738,-4
5,东吴期货,521,1,国元期货,618,-11
6,美尔雅,236,-3,东吴期货,510,4
7,宏源期货,162,17,国信期货,502,-1
8,中银国际,136,0,国投安信期货,318,0
9,华泰期货,129,31,华金期货,309,0
10,方正中期,129,-1,美尔雅,200,0
11,浙江新世纪,121,0,中银国际,136,0
12,东航期货,119,6,广州期货,101,0
13,国联期货,90,0,华安期货,84,-5
14,永安期货,89,46,方正中期,61,2
15,国泰君安,88,28,中航期货,60,0
16,迈科期货,86,2,和合期货,53,28
17,徽商期货,80,5,西南期货,52,2
18,东方财富,71,3,五矿经易期货,45,0
19,华融期货,63,0,国贸期货,38,0
20,银河期货,61,2,永安期货,37,0
合计,,"10,100",143,,"10,943",17
